"scenario","orthogonal","SNR","seed","method","factor.name","factor.number","err"
1,1,12.5,1,"JisstPCA0 (BIC)","u",2,0.0769181122583665
1,1,12.5,1,"JisstPCA0 (BIC)","V",2,0.0585747035755923
1,1,12.5,1,"JisstPCA0 (BIC)","W",2,0.0626444488321347
1,1,12.5,1,"JisstPCA0 (oracle)","u",1,0.0300592023538218
1,1,12.5,1,"JisstPCA0 (oracle)","V",1,0.0315728173100323
1,1,12.5,1,"JisstPCA0 (oracle)","W",1,0.0296756589322367
1,1,12.5,1,"JisstPCA0 (oracle)","u",2,0.0769181122583665
1,1,12.5,1,"JisstPCA0 (oracle)","V",2,0.0585747035755923
1,1,12.5,1,"JisstPCA0 (oracle)","W",2,0.0626444488321347
1,1,12.5,1,"G-JisstPCA0 (BIC)","u",1,0.0300614994647968
1,1,12.5,1,"G-JisstPCA0 (BIC)","V",1,0.0315723502313956
1,1,12.5,1,"G-JisstPCA0 (BIC)","W",1,0.0296763436051242
1,1,12.5,1,"G-JisstPCA0 (BIC)","u",2,0.0769068349743207
1,1,12.5,1,"G-JisstPCA0 (BIC)","V",2,0.0585757745520132
1,1,12.5,1,"G-JisstPCA0 (BIC)","W",2,0.0626503315228483
1,1,12.5,1,"G-JisstPCA0 (oracle)","u",1,0.0300614994647968
1,1,12.5,1,"G-JisstPCA0 (oracle)","V",1,0.0315723502313956
