q,N,seed,method,factor name,RI,ARI
50,40,10,JisstPCA2 (BIC),networkX2,1,1
50,40,10,JisstPCA2 (BIC),networkY2,1,1
50,40,10,G-JisstPCA2 (oracle),sample,1,1
50,40,10,G-JisstPCA2 (oracle),networkX1,1,1
50,40,10,G-JisstPCA2 (oracle),networkY1,1,1
50,40,10,G-JisstPCA2 (oracle),networkX2,1,1
50,40,10,G-JisstPCA2 (oracle),networkY2,1,1
50,40,10,G-JisstPCA2 (BIC),sample,1,1
50,40,10,G-JisstPCA2 (BIC),networkX1,1,1
50,40,10,G-JisstPCA2 (BIC),networkY1,1,1
50,40,10,G-JisstPCA2 (BIC),networkX2,1,1
50,40,10,G-JisstPCA2 (BIC),networkY2,1,1
50,40,10,iHOSVD,sample,1,1
50,40,10,iHOSVD,networkX1,1,1
50,40,10,iHOSVD,networkY1,1,1
50,40,10,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,40,10,iHOSVD,networkY2,0.542040816326531,0.084340961327071
50,40,10,iHOOI,sample,1,1
50,40,10,iHOOI,networkX1,0.866139240506329,0.697536082604863
50,40,10,iHOOI,networkY1,1,1
50,40,10,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,40,10,iHOOI,networkY2,0.649795918367347,0.29904298242689
80,20,10,JisstPCA0 (oracle),sample,1,1
80,20,10,JisstPCA0 (oracle),networkX1,1,1
80,20,10,JisstPCA0 (oracle),networkY1,1,1
80,20,10,JisstPCA0 (oracle),networkX2,1,1
80,20,10,JisstPCA0 (oracle),networkY2,0.975,0.949974430128523
80,20,10,JisstPCA0 (BIC),sample,1,1
80,20,10,JisstPCA0 (BIC),networkX1,1,1
80,20,10,JisstPCA0 (BIC),networkY1,1,1
80,20,10,JisstPCA0 (BIC),networkX2,1,1
80,20,10,JisstPCA0 (BIC),networkY2,0.975,0.949974430128523
80,20,10,G-JisstPCA0 (oracle),sample,1,1
80,20,10,G-JisstPCA0 (oracle),networkX1,1,1
80,20,10,G-JisstPCA0 (oracle),networkY1,1,1
80,20,10,G-JisstPCA0 (oracle),networkX2,1,1
80,20,10,G-JisstPCA0 (oracle),networkY2,0.975,0.949974430128523
80,20,10,G-JisstPCA0 (BIC),sample,1,1
80,20,10,G-JisstPCA0 (BIC),networkX1,1,1
80,20,10,G-JisstPCA0 (BIC),networkY1,1,1
80,20,10,G-JisstPCA0 (BIC),networkX2,1,1
80,20,10,G-JisstPCA0 (BIC),networkY2,0.975,0.949974430128523
80,20,10,JisstPCA2 (oracle),sample,1,1
80,20,10,JisstPCA2 (oracle),networkX1,1,1
80,20,10,JisstPCA2 (oracle),networkY1,1,1
80,20,10,JisstPCA2 (oracle),networkX2,1,1
80,20,10,JisstPCA2 (oracle),networkY2,0.975,0.949974430128523
80,20,10,JisstPCA2 (BIC),sample,1,1
80,20,10,JisstPCA2 (BIC),networkX1,1,1
80,20,10,JisstPCA2 (BIC),networkY1,1,1
80,20,10,JisstPCA2 (BIC),networkX2,1,1
80,20,10,JisstPCA2 (BIC),networkY2,0.975,0.949974430128523
80,20,10,G-JisstPCA2 (oracle),sample,1,1
80,20,10,G-JisstPCA2 (oracle),networkX1,1,1
80,20,10,G-JisstPCA2 (oracle),networkY1,1,1
80,20,10,G-JisstPCA2 (oracle),networkX2,1,1
80,20,10,G-JisstPCA2 (oracle),networkY2,0.975,0.949974430128523
80,20,10,G-JisstPCA2 (BIC),sample,1,1
80,20,10,G-JisstPCA2 (BIC),networkX1,1,1
80,20,10,G-JisstPCA2 (BIC),networkY1,1,1
80,20,10,G-JisstPCA2 (BIC),networkX2,1,1
80,20,10,G-JisstPCA2 (BIC),networkY2,0.975,0.949974430128523
80,20,10,iHOSVD,sample,1,1
80,20,10,iHOSVD,networkX1,0.737025316455696,0.492751607534434
80,20,10,iHOSVD,networkY1,0.777215189873418,0.541715008965299
80,20,10,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,20,10,iHOSVD,networkY2,0.564873417721519,0.129670135967759
80,20,10,iHOOI,sample,1,1
80,20,10,iHOOI,networkX1,0.77753164556962,0.502118397154194
80,20,10,iHOOI,networkY1,1,1
80,20,10,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,20,10,iHOOI,networkY2,0.759810126582279,0.519713370745297
80,40,10,JisstPCA0 (oracle),sample,1,1
80,40,10,JisstPCA0 (oracle),networkX1,1,1
80,40,10,JisstPCA0 (oracle),networkY1,1,1
80,40,10,JisstPCA0 (oracle),networkX2,0.493670886075949,-0.0126906806819638
80,40,10,JisstPCA0 (oracle),networkY2,0.513924050632911,0.0182270091135047
80,40,10,JisstPCA0 (BIC),sample,1,1
80,40,10,JisstPCA0 (BIC),networkX1,1,1
80,40,10,JisstPCA0 (BIC),networkY1,1,1
80,40,10,JisstPCA0 (BIC),networkX2,0.493670886075949,-0.0126906806819638
80,40,10,JisstPCA0 (BIC),networkY2,0.513924050632911,0.0182270091135047
80,40,10,G-JisstPCA0 (oracle),sample,1,1
80,40,10,G-JisstPCA0 (oracle),networkX1,1,1
80,40,10,G-JisstPCA0 (oracle),networkY1,1,1
80,40,10,G-JisstPCA0 (oracle),networkX2,1,1
80,40,10,G-JisstPCA0 (oracle),networkY2,1,1
80,40,10,G-JisstPCA0 (BIC),sample,1,1
80,40,10,G-JisstPCA0 (BIC),networkX1,1,1
80,40,10,G-JisstPCA0 (BIC),networkY1,1,1
80,40,10,G-JisstPCA0 (BIC),networkX2,1,1
80,40,10,G-JisstPCA0 (BIC),networkY2,1,1
80,40,10,JisstPCA2 (oracle),sample,1,1
80,40,10,JisstPCA2 (oracle),networkX1,1,1
80,40,10,JisstPCA2 (oracle),networkY1,1,1
80,40,10,JisstPCA2 (oracle),networkX2,1,1
80,40,10,JisstPCA2 (oracle),networkY2,1,1
80,40,10,JisstPCA2 (BIC),sample,1,1
80,40,10,JisstPCA2 (BIC),networkX1,1,1
80,40,10,JisstPCA2 (BIC),networkY1,1,1
80,40,10,JisstPCA2 (BIC),networkX2,1,1
80,40,10,JisstPCA2 (BIC),networkY2,1,1
80,40,10,G-JisstPCA2 (oracle),sample,1,1
80,40,10,G-JisstPCA2 (oracle),networkX1,1,1
80,40,10,G-JisstPCA2 (oracle),networkY1,1,1
80,40,10,G-JisstPCA2 (oracle),networkX2,1,1
80,40,10,G-JisstPCA2 (oracle),networkY2,1,1
80,40,10,G-JisstPCA2 (BIC),sample,1,1
80,40,10,G-JisstPCA2 (BIC),networkX1,1,1
80,40,10,G-JisstPCA2 (BIC),networkY1,1,1
80,40,10,G-JisstPCA2 (BIC),networkX2,1,1
80,40,10,G-JisstPCA2 (BIC),networkY2,1,1
80,40,10,iHOSVD,sample,1,1
80,40,10,iHOSVD,networkX1,0.878481012658228,0.725091889775767
80,40,10,iHOSVD,networkY1,1,1
80,40,10,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,40,10,iHOSVD,networkY2,0.607911392405063,0.215421758597969
80,40,10,iHOOI,sample,1,1
80,40,10,iHOOI,networkX1,0.878481012658228,0.72588480222068
80,40,10,iHOOI,networkY1,1,1
80,40,10,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,40,10,iHOOI,networkY2,0.691455696202532,0.382595814877337
50,20,11,JisstPCA0 (oracle),sample,1,1
50,20,11,JisstPCA0 (oracle),networkX1,1,1
50,20,11,JisstPCA0 (oracle),networkY1,1,1
50,20,11,JisstPCA0 (oracle),networkX2,1,1
50,20,11,JisstPCA0 (oracle),networkY2,1,1
50,20,11,JisstPCA0 (BIC),sample,1,1
50,20,11,JisstPCA0 (BIC),networkX1,1,1
50,20,11,JisstPCA0 (BIC),networkY1,1,1
50,20,11,JisstPCA0 (BIC),networkX2,1,1
50,20,11,JisstPCA0 (BIC),networkY2,1,1
50,20,11,G-JisstPCA0 (oracle),sample,1,1
50,20,11,G-JisstPCA0 (oracle),networkX1,1,1
50,20,11,G-JisstPCA0 (oracle),networkY1,1,1
50,20,11,G-JisstPCA0 (oracle),networkX2,1,1
50,20,11,G-JisstPCA0 (oracle),networkY2,1,1
50,20,11,G-JisstPCA0 (BIC),sample,1,1
50,20,11,G-JisstPCA0 (BIC),networkX1,1,1
50,20,11,G-JisstPCA0 (BIC),networkY1,1,1
50,20,11,G-JisstPCA0 (BIC),networkX2,1,1
50,20,11,G-JisstPCA0 (BIC),networkY2,1,1
50,20,11,JisstPCA2 (oracle),sample,1,1
50,20,11,JisstPCA2 (oracle),networkX1,1,1
50,20,11,JisstPCA2 (oracle),networkY1,1,1
50,20,11,JisstPCA2 (oracle),networkX2,1,1
50,20,11,JisstPCA2 (oracle),networkY2,1,1
50,20,11,JisstPCA2 (BIC),sample,1,1
50,20,11,JisstPCA2 (BIC),networkX1,1,1
50,20,11,JisstPCA2 (BIC),networkY1,1,1
50,20,11,JisstPCA2 (BIC),networkX2,1,1
50,20,11,JisstPCA2 (BIC),networkY2,1,1
50,20,11,G-JisstPCA2 (oracle),sample,1,1
50,20,11,G-JisstPCA2 (oracle),networkX1,1,1
50,20,11,G-JisstPCA2 (oracle),networkY1,1,1
50,20,11,G-JisstPCA2 (oracle),networkX2,1,1
50,20,11,G-JisstPCA2 (oracle),networkY2,1,1
50,20,11,G-JisstPCA2 (BIC),sample,1,1
50,20,11,G-JisstPCA2 (BIC),networkX1,1,1
50,20,11,G-JisstPCA2 (BIC),networkY1,1,1
50,20,11,G-JisstPCA2 (BIC),networkX2,1,1
50,20,11,G-JisstPCA2 (BIC),networkY2,1,1
50,20,11,iHOSVD,sample,1,1
50,20,11,iHOSVD,networkX1,1,1
50,20,11,iHOSVD,networkY1,1,1
50,20,11,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,20,11,iHOSVD,networkY2,0.519183673469388,0.0382551901096338
50,20,11,iHOOI,sample,1,1
50,20,11,iHOOI,networkX1,0.783544303797468,0.514068244113352
50,20,11,iHOOI,networkY1,1,1
50,20,11,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,20,11,iHOOI,networkY2,0.502857142857143,0.00599580293794338
50,40,11,JisstPCA0 (oracle),sample,1,1
50,40,11,JisstPCA0 (oracle),networkX1,1,1
50,40,11,JisstPCA0 (oracle),networkY1,0.80734693877551,0.610114632501686
50,40,11,JisstPCA0 (oracle),networkX2,1,1
50,40,11,JisstPCA0 (oracle),networkY2,1,1
50,40,11,JisstPCA0 (BIC),sample,1,1
50,40,11,JisstPCA0 (BIC),networkX1,1,1
50,40,11,JisstPCA0 (BIC),networkY1,1,1
50,40,11,JisstPCA0 (BIC),networkX2,1,1
50,40,11,JisstPCA0 (BIC),networkY2,1,1
50,40,11,G-JisstPCA0 (oracle),sample,1,1
50,40,11,G-JisstPCA0 (oracle),networkX1,1,1
50,40,11,G-JisstPCA0 (oracle),networkY1,1,1
50,40,11,G-JisstPCA0 (oracle),networkX2,1,1
50,40,11,G-JisstPCA0 (oracle),networkY2,1,1
50,40,11,G-JisstPCA0 (BIC),sample,1,1
50,40,11,G-JisstPCA0 (BIC),networkX1,1,1
50,40,11,G-JisstPCA0 (BIC),networkY1,1,1
50,40,11,G-JisstPCA0 (BIC),networkX2,1,1
50,40,11,G-JisstPCA0 (BIC),networkY2,1,1
50,40,11,JisstPCA2 (oracle),sample,1,1
50,40,11,JisstPCA2 (oracle),networkX1,1,1
50,40,11,JisstPCA2 (oracle),networkY1,1,1
50,40,11,JisstPCA2 (oracle),networkX2,1,1
50,40,11,JisstPCA2 (oracle),networkY2,1,1
50,40,11,JisstPCA2 (BIC),sample,1,1
50,40,11,JisstPCA2 (BIC),networkX1,1,1
50,40,11,JisstPCA2 (BIC),networkY1,1,1
50,40,11,JisstPCA2 (BIC),networkX2,1,1
50,40,11,JisstPCA2 (BIC),networkY2,1,1
50,40,11,G-JisstPCA2 (oracle),sample,1,1
50,40,11,G-JisstPCA2 (oracle),networkX1,1,1
50,40,11,G-JisstPCA2 (oracle),networkY1,1,1
50,40,11,G-JisstPCA2 (oracle),networkX2,1,1
50,40,11,G-JisstPCA2 (oracle),networkY2,1,1
50,40,11,G-JisstPCA2 (BIC),sample,1,1
50,40,11,G-JisstPCA2 (BIC),networkX1,1,1
50,40,11,G-JisstPCA2 (BIC),networkY1,1,1
50,40,11,G-JisstPCA2 (BIC),networkX2,1,1
50,40,11,G-JisstPCA2 (BIC),networkY2,1,1
50,40,11,iHOSVD,sample,1,1
50,40,11,iHOSVD,networkX1,0.759810126582279,0.471531387656462
50,40,11,iHOSVD,networkY1,1,1
50,40,11,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,40,11,iHOSVD,networkY2,0.529795918367347,0.0584467574059248
50,40,11,iHOOI,sample,1,1
50,40,11,iHOOI,networkX1,0.756962025316456,0.468132854578097
50,40,11,iHOOI,networkY1,1,1
50,40,11,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,40,11,iHOOI,networkY2,0.649795918367347,0.29904298242689
80,20,11,JisstPCA0 (oracle),sample,1,1
80,20,11,JisstPCA0 (oracle),networkX1,1,1
80,20,11,JisstPCA0 (oracle),networkY1,1,1
80,20,11,JisstPCA0 (oracle),networkX2,0.493987341772152,-0.0119847786901662
80,20,11,JisstPCA0 (oracle),networkY2,0.509177215189873,0.0185447141316937
80,20,11,JisstPCA0 (BIC),sample,0.663157894736842,0.299861814831875
80,20,11,JisstPCA0 (BIC),networkX1,1,1
80,20,11,JisstPCA0 (BIC),networkY1,1,1
80,20,11,JisstPCA0 (BIC),networkX2,0.493987341772152,-0.0119847786901662
80,20,11,JisstPCA0 (BIC),networkY2,0.509177215189873,0.0185447141316937
80,20,11,G-JisstPCA0 (oracle),sample,1,1
80,20,11,G-JisstPCA0 (oracle),networkX1,1,1
80,20,11,G-JisstPCA0 (oracle),networkY1,1,1
80,20,11,G-JisstPCA0 (oracle),networkX2,1,1
80,20,11,G-JisstPCA0 (oracle),networkY2,1,1
80,20,11,G-JisstPCA0 (BIC),sample,1,1
80,20,11,G-JisstPCA0 (BIC),networkX1,1,1
80,20,11,G-JisstPCA0 (BIC),networkY1,1,1
80,20,11,G-JisstPCA0 (BIC),networkX2,1,1
80,20,11,G-JisstPCA0 (BIC),networkY2,1,1
80,20,11,JisstPCA2 (oracle),sample,1,1
80,20,11,JisstPCA2 (oracle),networkX1,1,1
80,20,11,JisstPCA2 (oracle),networkY1,1,1
80,20,11,JisstPCA2 (oracle),networkX2,1,1
80,20,11,JisstPCA2 (oracle),networkY2,1,1
80,20,11,JisstPCA2 (BIC),sample,1,1
80,20,11,JisstPCA2 (BIC),networkX1,1,1
80,20,11,JisstPCA2 (BIC),networkY1,1,1
80,20,11,JisstPCA2 (BIC),networkX2,1,1
80,20,11,JisstPCA2 (BIC),networkY2,1,1
80,20,11,G-JisstPCA2 (oracle),sample,1,1
80,20,11,G-JisstPCA2 (oracle),networkX1,1,1
80,20,11,G-JisstPCA2 (oracle),networkY1,1,1
80,20,11,G-JisstPCA2 (oracle),networkX2,1,1
80,20,11,G-JisstPCA2 (oracle),networkY2,1,1
80,20,11,G-JisstPCA2 (BIC),sample,1,1
80,20,11,G-JisstPCA2 (BIC),networkX1,1,1
80,20,11,G-JisstPCA2 (BIC),networkY1,1,1
80,20,11,G-JisstPCA2 (BIC),networkX2,1,1
80,20,11,G-JisstPCA2 (BIC),networkY2,1,1
80,20,11,iHOSVD,sample,1,1
80,20,11,iHOSVD,networkX1,1,1
80,20,11,iHOSVD,networkY1,1,1
80,20,11,iHOSVD,networkX2,0.585126582278481,0.173623024200305
80,20,11,iHOSVD,networkY2,0.525316455696203,0.0498960899014778
80,20,11,iHOOI,sample,1,1
80,20,11,iHOOI,networkX1,0.772151898734177,0.486034004163775
80,20,11,iHOOI,networkY1,1,1
80,20,11,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,20,11,iHOOI,networkY2,0.661075949367089,0.321805248957567
80,40,11,JisstPCA0 (oracle),sample,1,1
80,40,11,JisstPCA0 (oracle),networkX1,1,1
80,40,11,JisstPCA0 (oracle),networkY1,1,1
80,40,11,JisstPCA0 (oracle),networkX2,1,1
80,40,11,JisstPCA0 (oracle),networkY2,1,1
80,40,11,JisstPCA0 (BIC),sample,1,1
80,40,11,JisstPCA0 (BIC),networkX1,1,1
80,40,11,JisstPCA0 (BIC),networkY1,1,1
80,40,11,JisstPCA0 (BIC),networkX2,1,1
80,40,11,JisstPCA0 (BIC),networkY2,1,1
80,40,11,G-JisstPCA0 (oracle),sample,1,1
80,40,11,G-JisstPCA0 (oracle),networkX1,1,1
80,40,11,G-JisstPCA0 (oracle),networkY1,1,1
80,40,11,G-JisstPCA0 (oracle),networkX2,1,1
80,40,11,G-JisstPCA0 (oracle),networkY2,1,1
80,40,11,G-JisstPCA0 (BIC),sample,1,1
80,40,11,G-JisstPCA0 (BIC),networkX1,1,1
80,40,11,G-JisstPCA0 (BIC),networkY1,1,1
80,40,11,G-JisstPCA0 (BIC),networkX2,1,1
80,40,11,G-JisstPCA0 (BIC),networkY2,1,1
80,40,11,JisstPCA2 (oracle),sample,1,1
80,40,11,JisstPCA2 (oracle),networkX1,1,1
80,40,11,JisstPCA2 (oracle),networkY1,1,1
80,40,11,JisstPCA2 (oracle),networkX2,1,1
80,40,11,JisstPCA2 (oracle),networkY2,1,1
80,40,11,JisstPCA2 (BIC),sample,1,1
80,40,11,JisstPCA2 (BIC),networkX1,1,1
80,40,11,JisstPCA2 (BIC),networkY1,1,1
80,40,11,JisstPCA2 (BIC),networkX2,1,1
80,40,11,JisstPCA2 (BIC),networkY2,1,1
80,40,11,G-JisstPCA2 (oracle),sample,1,1
80,40,11,G-JisstPCA2 (oracle),networkX1,1,1
80,40,11,G-JisstPCA2 (oracle),networkY1,1,1
80,40,11,G-JisstPCA2 (oracle),networkX2,1,1
80,40,11,G-JisstPCA2 (oracle),networkY2,1,1
80,40,11,G-JisstPCA2 (BIC),sample,1,1
80,40,11,G-JisstPCA2 (BIC),networkX1,1,1
80,40,11,G-JisstPCA2 (BIC),networkY1,1,1
80,40,11,G-JisstPCA2 (BIC),networkX2,1,1
80,40,11,G-JisstPCA2 (BIC),networkY2,1,1
80,40,11,iHOSVD,sample,1,1
80,40,11,iHOSVD,networkX1,0.756962025316456,0.468132854578097
80,40,11,iHOSVD,networkY1,1,1
80,40,11,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,40,11,iHOSVD,networkY2,0.675949367088608,0.351395730706076
80,40,11,iHOOI,sample,1,1
80,40,11,iHOOI,networkX1,0.756962025316456,0.468132854578097
80,40,11,iHOOI,networkY1,1,1
80,40,11,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,40,11,iHOOI,networkY2,0.707594936708861,0.415024906879684
50,20,12,JisstPCA0 (oracle),sample,1,1
50,20,12,JisstPCA0 (oracle),networkX1,1,1
50,20,12,JisstPCA0 (oracle),networkY1,0.755918367346939,0.489778861222358
50,20,12,JisstPCA0 (oracle),networkX2,1,1
50,20,12,JisstPCA0 (oracle),networkY2,1,1
50,20,12,JisstPCA0 (BIC),sample,1,1
50,20,12,JisstPCA0 (BIC),networkX1,1,1
50,20,12,JisstPCA0 (BIC),networkY1,1,1
50,20,12,JisstPCA0 (BIC),networkX2,1,1
50,20,12,JisstPCA0 (BIC),networkY2,1,1
50,20,12,G-JisstPCA0 (oracle),sample,1,1
50,20,12,G-JisstPCA0 (oracle),networkX1,1,1
50,20,12,G-JisstPCA0 (oracle),networkY1,1,1
50,20,12,G-JisstPCA0 (oracle),networkX2,1,1
50,20,12,G-JisstPCA0 (oracle),networkY2,1,1
50,20,12,G-JisstPCA0 (BIC),sample,1,1
50,20,12,G-JisstPCA0 (BIC),networkX1,1,1
50,20,12,G-JisstPCA0 (BIC),networkY1,1,1
50,20,12,G-JisstPCA0 (BIC),networkX2,1,1
50,20,12,G-JisstPCA0 (BIC),networkY2,1,1
50,20,12,JisstPCA2 (oracle),sample,1,1
50,20,12,JisstPCA2 (oracle),networkX1,1,1
50,20,12,JisstPCA2 (oracle),networkY1,1,1
50,20,12,JisstPCA2 (oracle),networkX2,1,1
50,20,12,JisstPCA2 (oracle),networkY2,1,1
50,20,12,JisstPCA2 (BIC),sample,1,1
50,20,12,JisstPCA2 (BIC),networkX1,1,1
50,20,12,JisstPCA2 (BIC),networkY1,1,1
50,20,12,JisstPCA2 (BIC),networkX2,1,1
50,20,12,JisstPCA2 (BIC),networkY2,1,1
50,20,12,G-JisstPCA2 (oracle),sample,1,1
50,20,12,G-JisstPCA2 (oracle),networkX1,1,1
50,20,12,G-JisstPCA2 (oracle),networkY1,1,1
50,20,12,G-JisstPCA2 (oracle),networkX2,1,1
50,20,12,G-JisstPCA2 (oracle),networkY2,1,1
50,20,12,G-JisstPCA2 (BIC),sample,1,1
50,20,12,G-JisstPCA2 (BIC),networkX1,1,1
50,20,12,G-JisstPCA2 (BIC),networkY1,1,1
50,20,12,G-JisstPCA2 (BIC),networkX2,1,1
50,20,12,G-JisstPCA2 (BIC),networkY2,1,1
50,20,12,iHOSVD,sample,1,1
50,20,12,iHOSVD,networkX1,1,1
50,20,12,iHOSVD,networkY1,0.976326530612245,0.948072355198246
50,20,12,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,20,12,iHOSVD,networkY2,0.510204081632653,0.0207833733013588
50,20,12,iHOOI,sample,1,1
50,20,12,iHOOI,networkX1,1,1
50,20,12,iHOOI,networkY1,1,1
50,20,12,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,20,12,iHOOI,networkY2,0.725714285714286,0.451638689048761
50,40,12,JisstPCA0 (oracle),sample,1,1
50,40,12,JisstPCA0 (oracle),networkX1,1,1
50,40,12,JisstPCA0 (oracle),networkY1,1,1
50,40,12,JisstPCA0 (oracle),networkX2,1,1
50,40,12,JisstPCA0 (oracle),networkY2,1,1
50,40,12,JisstPCA0 (BIC),sample,1,1
50,40,12,JisstPCA0 (BIC),networkX1,1,1
50,40,12,JisstPCA0 (BIC),networkY1,1,1
50,40,12,JisstPCA0 (BIC),networkX2,1,1
50,40,12,JisstPCA0 (BIC),networkY2,1,1
50,40,12,G-JisstPCA0 (oracle),sample,1,1
50,40,12,G-JisstPCA0 (oracle),networkX1,1,1
50,40,12,G-JisstPCA0 (oracle),networkY1,1,1
50,40,12,G-JisstPCA0 (oracle),networkX2,1,1
50,40,12,G-JisstPCA0 (oracle),networkY2,1,1
50,40,12,G-JisstPCA0 (BIC),sample,1,1
50,40,12,G-JisstPCA0 (BIC),networkX1,1,1
50,40,12,G-JisstPCA0 (BIC),networkY1,1,1
50,40,12,G-JisstPCA0 (BIC),networkX2,1,1
50,40,12,G-JisstPCA0 (BIC),networkY2,1,1
50,40,12,JisstPCA2 (oracle),sample,1,1
50,40,12,JisstPCA2 (oracle),networkX1,1,1
50,40,12,JisstPCA2 (oracle),networkY1,1,1
50,40,12,JisstPCA2 (oracle),networkX2,1,1
50,40,12,JisstPCA2 (oracle),networkY2,1,1
50,40,12,JisstPCA2 (BIC),sample,1,1
50,40,12,JisstPCA2 (BIC),networkX1,1,1
50,40,12,JisstPCA2 (BIC),networkY1,1,1
50,40,12,JisstPCA2 (BIC),networkX2,1,1
50,40,12,JisstPCA2 (BIC),networkY2,1,1
50,40,12,G-JisstPCA2 (oracle),sample,1,1
50,40,12,G-JisstPCA2 (oracle),networkX1,1,1
50,40,12,G-JisstPCA2 (oracle),networkY1,1,1
50,40,12,G-JisstPCA2 (oracle),networkX2,1,1
50,40,12,G-JisstPCA2 (oracle),networkY2,1,1
50,40,12,G-JisstPCA2 (BIC),sample,1,1
50,40,12,G-JisstPCA2 (BIC),networkX1,1,1
50,40,12,G-JisstPCA2 (BIC),networkY1,1,1
50,40,12,G-JisstPCA2 (BIC),networkX2,1,1
50,40,12,G-JisstPCA2 (BIC),networkY2,1,1
50,40,12,iHOSVD,sample,1,1
50,40,12,iHOSVD,networkX1,0.754746835443038,0.460391074352778
50,40,12,iHOSVD,networkY1,1,1
50,40,12,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,40,12,iHOSVD,networkY2,0.571428571428571,0.14138379893862
50,40,12,iHOOI,sample,1,1
50,40,12,iHOOI,networkX1,1,1
50,40,12,iHOOI,networkY1,1,1
50,40,12,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,40,12,iHOOI,networkY2,0.673469387755102,0.346666666666667
80,20,12,JisstPCA0 (oracle),sample,1,1
80,20,12,JisstPCA0 (oracle),networkX1,1,1
80,20,12,JisstPCA0 (oracle),networkY1,1,1
80,20,12,JisstPCA0 (oracle),networkX2,1,1
80,20,12,JisstPCA0 (oracle),networkY2,1,1
80,20,12,JisstPCA0 (BIC),sample,1,1
80,20,12,JisstPCA0 (BIC),networkX1,1,1
80,20,12,JisstPCA0 (BIC),networkY1,1,1
80,20,12,JisstPCA0 (BIC),networkX2,1,1
80,20,12,JisstPCA0 (BIC),networkY2,1,1
80,20,12,G-JisstPCA0 (oracle),sample,1,1
80,20,12,G-JisstPCA0 (oracle),networkX1,1,1
80,20,12,G-JisstPCA0 (oracle),networkY1,1,1
80,20,12,G-JisstPCA0 (oracle),networkX2,1,1
80,20,12,G-JisstPCA0 (oracle),networkY2,1,1
80,20,12,G-JisstPCA0 (BIC),sample,1,1
80,20,12,G-JisstPCA0 (BIC),networkX1,1,1
80,20,12,G-JisstPCA0 (BIC),networkY1,1,1
80,20,12,G-JisstPCA0 (BIC),networkX2,1,1
80,20,12,G-JisstPCA0 (BIC),networkY2,1,1
80,20,12,JisstPCA2 (oracle),sample,1,1
80,20,12,JisstPCA2 (oracle),networkX1,1,1
80,20,12,JisstPCA2 (oracle),networkY1,1,1
80,20,12,JisstPCA2 (oracle),networkX2,1,1
80,20,12,JisstPCA2 (oracle),networkY2,1,1
80,20,12,JisstPCA2 (BIC),sample,1,1
80,20,12,JisstPCA2 (BIC),networkX1,1,1
80,20,12,JisstPCA2 (BIC),networkY1,1,1
80,20,12,JisstPCA2 (BIC),networkX2,1,1
80,20,12,JisstPCA2 (BIC),networkY2,1,1
80,20,12,G-JisstPCA2 (oracle),sample,1,1
80,20,12,G-JisstPCA2 (oracle),networkX1,1,1
80,20,12,G-JisstPCA2 (oracle),networkY1,1,1
80,20,12,G-JisstPCA2 (oracle),networkX2,1,1
80,20,12,G-JisstPCA2 (oracle),networkY2,1,1
80,20,12,G-JisstPCA2 (BIC),sample,1,1
80,20,12,G-JisstPCA2 (BIC),networkX1,1,1
80,20,12,G-JisstPCA2 (BIC),networkY1,1,1
80,20,12,G-JisstPCA2 (BIC),networkX2,1,1
80,20,12,G-JisstPCA2 (BIC),networkY2,1,1
80,20,12,iHOSVD,sample,1,1
80,20,12,iHOSVD,networkX1,0.756962025316456,0.468132854578097
80,20,12,iHOSVD,networkY1,1,1
80,20,12,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,20,12,iHOSVD,networkY2,0.564873417721519,0.128194879845391
80,20,12,iHOOI,sample,1,1
80,20,12,iHOOI,networkX1,0.756962025316456,0.468132854578097
80,20,12,iHOOI,networkY1,1,1
80,20,12,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,20,12,iHOOI,networkY2,0.646835443037975,0.2931226908867
80,40,12,JisstPCA0 (oracle),sample,1,1
80,40,12,JisstPCA0 (oracle),networkX1,1,1
80,40,12,JisstPCA0 (oracle),networkY1,1,1
80,40,12,JisstPCA0 (oracle),networkX2,1,1
80,40,12,JisstPCA0 (oracle),networkY2,1,1
80,40,12,JisstPCA0 (BIC),sample,1,1
80,40,12,JisstPCA0 (BIC),networkX1,1,1
80,40,12,JisstPCA0 (BIC),networkY1,1,1
80,40,12,JisstPCA0 (BIC),networkX2,1,1
80,40,12,JisstPCA0 (BIC),networkY2,1,1
80,40,12,G-JisstPCA0 (oracle),sample,1,1
80,40,12,G-JisstPCA0 (oracle),networkX1,1,1
