q,N,seed,method,factor name,RI,ARI
80,20,5,JisstPCA0 (BIC),networkY2,0.493670886075949,-0.013444170771757
80,20,5,G-JisstPCA0 (oracle),sample,1,1
80,20,5,G-JisstPCA0 (oracle),networkX1,1,1
80,20,5,G-JisstPCA0 (oracle),networkY1,1,1
80,20,5,G-JisstPCA0 (oracle),networkX2,1,1
80,20,5,G-JisstPCA0 (oracle),networkY2,1,1
80,20,5,G-JisstPCA0 (BIC),sample,1,1
80,20,5,G-JisstPCA0 (BIC),networkX1,1,1
80,20,5,G-JisstPCA0 (BIC),networkY1,1,1
80,20,5,G-JisstPCA0 (BIC),networkX2,1,1
80,20,5,G-JisstPCA0 (BIC),networkY2,1,1
80,20,5,JisstPCA2 (oracle),sample,1,1
80,20,5,JisstPCA2 (oracle),networkX1,1,1
80,20,5,JisstPCA2 (oracle),networkY1,1,1
80,20,5,JisstPCA2 (oracle),networkX2,1,1
80,20,5,JisstPCA2 (oracle),networkY2,1,1
80,20,5,JisstPCA2 (BIC),sample,1,1
80,20,5,JisstPCA2 (BIC),networkX1,1,1
80,20,5,JisstPCA2 (BIC),networkY1,1,1
80,20,5,JisstPCA2 (BIC),networkX2,1,1
80,20,5,JisstPCA2 (BIC),networkY2,1,1
80,20,5,G-JisstPCA2 (oracle),sample,1,1
80,20,5,G-JisstPCA2 (oracle),networkX1,1,1
80,20,5,G-JisstPCA2 (oracle),networkY1,1,1
80,20,5,G-JisstPCA2 (oracle),networkX2,1,1
80,20,5,G-JisstPCA2 (oracle),networkY2,1,1
80,20,5,G-JisstPCA2 (BIC),sample,1,1
80,20,5,G-JisstPCA2 (BIC),networkX1,1,1
80,20,5,G-JisstPCA2 (BIC),networkY1,1,1
80,20,5,G-JisstPCA2 (BIC),networkX2,1,1
80,20,5,G-JisstPCA2 (BIC),networkY2,1,1
80,20,5,iHOSVD,sample,1,1
80,20,5,iHOSVD,networkX1,1,1
80,20,5,iHOSVD,networkY1,1,1
80,20,5,iHOSVD,networkX2,0.564873417721519,0.133944588399442
80,20,5,iHOSVD,networkY2,0.564873417721519,0.130038170200974
80,20,5,iHOOI,sample,1,1
80,20,5,iHOOI,networkX1,0.783544303797468,0.538362175018453
80,20,5,iHOOI,networkY1,1,1
80,20,5,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,20,5,iHOOI,networkY2,0.675949367088608,0.351715914117745
80,40,5,JisstPCA0 (oracle),sample,1,1
80,40,5,JisstPCA0 (oracle),networkX1,1,1
80,40,5,JisstPCA0 (oracle),networkY1,1,1
80,40,5,JisstPCA0 (oracle),networkX2,1,1
80,40,5,JisstPCA0 (oracle),networkY2,1,1
80,40,5,JisstPCA0 (BIC),sample,1,1
80,40,5,JisstPCA0 (BIC),networkX1,1,1
80,40,5,JisstPCA0 (BIC),networkY1,1,1
80,40,5,JisstPCA0 (BIC),networkX2,1,1
80,40,5,JisstPCA0 (BIC),networkY2,1,1
80,40,5,G-JisstPCA0 (oracle),sample,1,1
80,40,5,G-JisstPCA0 (oracle),networkX1,1,1
80,40,5,G-JisstPCA0 (oracle),networkY1,1,1
80,40,5,G-JisstPCA0 (oracle),networkX2,1,1
80,40,5,G-JisstPCA0 (oracle),networkY2,1,1
80,40,5,G-JisstPCA0 (BIC),sample,1,1
80,40,5,G-JisstPCA0 (BIC),networkX1,1,1
80,40,5,G-JisstPCA0 (BIC),networkY1,1,1
80,40,5,G-JisstPCA0 (BIC),networkX2,1,1
80,40,5,G-JisstPCA0 (BIC),networkY2,1,1
80,40,5,JisstPCA2 (oracle),sample,1,1
80,40,5,JisstPCA2 (oracle),networkX1,1,1
80,40,5,JisstPCA2 (oracle),networkY1,1,1
80,40,5,JisstPCA2 (oracle),networkX2,1,1
80,40,5,JisstPCA2 (oracle),networkY2,1,1
80,40,5,JisstPCA2 (BIC),sample,1,1
80,40,5,JisstPCA2 (BIC),networkX1,1,1
80,40,5,JisstPCA2 (BIC),networkY1,1,1
80,40,5,JisstPCA2 (BIC),networkX2,1,1
80,40,5,JisstPCA2 (BIC),networkY2,1,1
80,40,5,G-JisstPCA2 (oracle),sample,1,1
80,40,5,G-JisstPCA2 (oracle),networkX1,1,1
80,40,5,G-JisstPCA2 (oracle),networkY1,1,1
80,40,5,G-JisstPCA2 (oracle),networkX2,1,1
80,40,5,G-JisstPCA2 (oracle),networkY2,1,1
80,40,5,G-JisstPCA2 (BIC),sample,1,1
80,40,5,G-JisstPCA2 (BIC),networkX1,1,1
80,40,5,G-JisstPCA2 (BIC),networkY1,1,1
80,40,5,G-JisstPCA2 (BIC),networkX2,1,1
80,40,5,G-JisstPCA2 (BIC),networkY2,1,1
80,40,5,iHOSVD,sample,1,1
80,40,5,iHOSVD,networkX1,1,1
80,40,5,iHOSVD,networkY1,1,1
80,40,5,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,40,5,iHOSVD,networkY2,0.724367088607595,0.448918724541853
80,40,5,iHOOI,sample,1,1
80,40,5,iHOOI,networkX1,0.756962025316456,0.468132854578097
80,40,5,iHOOI,networkY1,1,1
80,40,5,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,40,5,iHOOI,networkY2,0.707594936708861,0.415231100515266
50,20,6,JisstPCA0 (oracle),sample,1,1
50,20,6,JisstPCA0 (oracle),networkX1,1,1
50,20,6,JisstPCA0 (oracle),networkY1,1,1
50,20,6,JisstPCA0 (oracle),networkX2,1,1
50,20,6,JisstPCA0 (oracle),networkY2,1,1
50,20,6,JisstPCA0 (BIC),sample,1,1
50,20,6,JisstPCA0 (BIC),networkX1,1,1
50,20,6,JisstPCA0 (BIC),networkY1,1,1
50,20,6,JisstPCA0 (BIC),networkX2,1,1
50,20,6,JisstPCA0 (BIC),networkY2,1,1
50,20,6,G-JisstPCA0 (oracle),sample,1,1
50,20,6,G-JisstPCA0 (oracle),networkX1,1,1
50,20,6,G-JisstPCA0 (oracle),networkY1,1,1
50,20,6,G-JisstPCA0 (oracle),networkX2,1,1
50,20,6,G-JisstPCA0 (oracle),networkY2,1,1
50,20,6,G-JisstPCA0 (BIC),sample,1,1
50,20,6,G-JisstPCA0 (BIC),networkX1,1,1
50,20,6,G-JisstPCA0 (BIC),networkY1,1,1
50,20,6,G-JisstPCA0 (BIC),networkX2,1,1
50,20,6,G-JisstPCA0 (BIC),networkY2,1,1
50,20,6,JisstPCA2 (oracle),sample,1,1
50,20,6,JisstPCA2 (oracle),networkX1,1,1
50,20,6,JisstPCA2 (oracle),networkY1,1,1
50,20,6,JisstPCA2 (oracle),networkX2,1,1
50,20,6,JisstPCA2 (oracle),networkY2,1,1
50,20,6,JisstPCA2 (BIC),sample,1,1
50,20,6,JisstPCA2 (BIC),networkX1,1,1
50,20,6,JisstPCA2 (BIC),networkY1,1,1
50,20,6,JisstPCA2 (BIC),networkX2,1,1
50,20,6,JisstPCA2 (BIC),networkY2,1,1
50,20,6,G-JisstPCA2 (oracle),sample,1,1
50,20,6,G-JisstPCA2 (oracle),networkX1,1,1
50,20,6,G-JisstPCA2 (oracle),networkY1,1,1
50,20,6,G-JisstPCA2 (oracle),networkX2,1,1
50,20,6,G-JisstPCA2 (oracle),networkY2,1,1
50,20,6,G-JisstPCA2 (BIC),sample,1,1
50,20,6,G-JisstPCA2 (BIC),networkX1,1,1
50,20,6,G-JisstPCA2 (BIC),networkY1,1,1
50,20,6,G-JisstPCA2 (BIC),networkX2,1,1
50,20,6,G-JisstPCA2 (BIC),networkY2,1,1
50,20,6,iHOSVD,sample,1,1
50,20,6,iHOSVD,networkX1,1,1
50,20,6,iHOSVD,networkY1,1,1
50,20,6,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,20,6,iHOSVD,networkY2,0.519183673469388,0.037613791723632
50,20,6,iHOOI,sample,1,1
50,20,6,iHOOI,networkX1,0.756962025316456,0.468132854578097
50,20,6,iHOOI,networkY1,1,1
50,20,6,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,20,6,iHOOI,networkY2,0.673469387755102,0.347014925373134
50,40,6,JisstPCA0 (oracle),sample,1,1
50,40,6,JisstPCA0 (oracle),networkX1,1,1
50,40,6,JisstPCA0 (oracle),networkY1,1,1
50,40,6,JisstPCA0 (oracle),networkX2,1,1
50,40,6,JisstPCA0 (oracle),networkY2,1,1
50,40,6,JisstPCA0 (BIC),sample,1,1
50,40,6,JisstPCA0 (BIC),networkX1,1,1
50,40,6,JisstPCA0 (BIC),networkY1,1,1
50,40,6,JisstPCA0 (BIC),networkX2,1,1
50,40,6,JisstPCA0 (BIC),networkY2,1,1
50,40,6,G-JisstPCA0 (oracle),sample,1,1
50,40,6,G-JisstPCA0 (oracle),networkX1,1,1
50,40,6,G-JisstPCA0 (oracle),networkY1,1,1
50,40,6,G-JisstPCA0 (oracle),networkX2,1,1
50,40,6,G-JisstPCA0 (oracle),networkY2,1,1
50,40,6,G-JisstPCA0 (BIC),sample,1,1
50,40,6,G-JisstPCA0 (BIC),networkX1,1,1
50,40,6,G-JisstPCA0 (BIC),networkY1,1,1
50,40,6,G-JisstPCA0 (BIC),networkX2,1,1
50,40,6,G-JisstPCA0 (BIC),networkY2,1,1
50,40,6,JisstPCA2 (oracle),sample,1,1
50,40,6,JisstPCA2 (oracle),networkX1,1,1
50,40,6,JisstPCA2 (oracle),networkY1,1,1
50,40,6,JisstPCA2 (oracle),networkX2,1,1
50,40,6,JisstPCA2 (oracle),networkY2,1,1
50,40,6,JisstPCA2 (BIC),sample,1,1
50,40,6,JisstPCA2 (BIC),networkX1,1,1
50,40,6,JisstPCA2 (BIC),networkY1,1,1
50,40,6,JisstPCA2 (BIC),networkX2,1,1
50,40,6,JisstPCA2 (BIC),networkY2,1,1
50,40,6,G-JisstPCA2 (oracle),sample,1,1
50,40,6,G-JisstPCA2 (oracle),networkX1,1,1
50,40,6,G-JisstPCA2 (oracle),networkY1,1,1
50,40,6,G-JisstPCA2 (oracle),networkX2,1,1
50,40,6,G-JisstPCA2 (oracle),networkY2,1,1
50,40,6,G-JisstPCA2 (BIC),sample,1,1
50,40,6,G-JisstPCA2 (BIC),networkX1,1,1
50,40,6,G-JisstPCA2 (BIC),networkY1,1,1
50,40,6,G-JisstPCA2 (BIC),networkX2,1,1
50,40,6,G-JisstPCA2 (BIC),networkY2,1,1
50,40,6,iHOSVD,sample,1,1
50,40,6,iHOSVD,networkX1,1,1
50,40,6,iHOSVD,networkY1,1,1
50,40,6,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,40,6,iHOSVD,networkY2,0.60734693877551,0.213344013884717
50,40,6,iHOOI,sample,1,1
50,40,6,iHOOI,networkX1,0.756962025316456,0.468132854578097
50,40,6,iHOOI,networkY1,1,1
50,40,6,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,40,6,iHOOI,networkY2,0.627755102040816,0.2552
80,20,6,JisstPCA0 (oracle),sample,1,1
80,20,6,JisstPCA0 (oracle),networkX1,1,1
80,20,6,JisstPCA0 (oracle),networkY1,1,1
80,20,6,JisstPCA0 (oracle),networkX2,1,1
80,20,6,JisstPCA0 (oracle),networkY2,1,1
80,20,6,JisstPCA0 (BIC),sample,1,1
80,20,6,JisstPCA0 (BIC),networkX1,1,1
80,20,6,JisstPCA0 (BIC),networkY1,1,1
80,20,6,JisstPCA0 (BIC),networkX2,1,1
80,20,6,JisstPCA0 (BIC),networkY2,1,1
80,20,6,G-JisstPCA0 (oracle),sample,1,1
80,20,6,G-JisstPCA0 (oracle),networkX1,1,1
80,20,6,G-JisstPCA0 (oracle),networkY1,1,1
80,20,6,G-JisstPCA0 (oracle),networkX2,1,1
80,20,6,G-JisstPCA0 (oracle),networkY2,1,1
80,20,6,G-JisstPCA0 (BIC),sample,1,1
80,20,6,G-JisstPCA0 (BIC),networkX1,1,1
80,20,6,G-JisstPCA0 (BIC),networkY1,1,1
80,20,6,G-JisstPCA0 (BIC),networkX2,1,1
80,20,6,G-JisstPCA0 (BIC),networkY2,1,1
80,20,6,JisstPCA2 (oracle),sample,1,1
80,20,6,JisstPCA2 (oracle),networkX1,1,1
80,20,6,JisstPCA2 (oracle),networkY1,1,1
80,20,6,JisstPCA2 (oracle),networkX2,1,1
80,20,6,JisstPCA2 (oracle),networkY2,1,1
80,20,6,JisstPCA2 (BIC),sample,1,1
80,20,6,JisstPCA2 (BIC),networkX1,1,1
80,20,6,JisstPCA2 (BIC),networkY1,1,1
80,20,6,JisstPCA2 (BIC),networkX2,1,1
80,20,6,JisstPCA2 (BIC),networkY2,1,1
80,20,6,G-JisstPCA2 (oracle),sample,1,1
80,20,6,G-JisstPCA2 (oracle),networkX1,1,1
80,20,6,G-JisstPCA2 (oracle),networkY1,1,1
80,20,6,G-JisstPCA2 (oracle),networkX2,1,1
80,20,6,G-JisstPCA2 (oracle),networkY2,1,1
80,20,6,G-JisstPCA2 (BIC),sample,1,1
80,20,6,G-JisstPCA2 (BIC),networkX1,1,1
80,20,6,G-JisstPCA2 (BIC),networkY1,1,1
80,20,6,G-JisstPCA2 (BIC),networkX2,1,1
80,20,6,G-JisstPCA2 (BIC),networkY2,1,1
80,20,6,iHOSVD,sample,1,1
80,20,6,iHOSVD,networkX1,1,1
80,20,6,iHOSVD,networkY1,1,1
80,20,6,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,20,6,iHOSVD,networkY2,0.564873417721519,0.129915526712494
80,20,6,iHOOI,sample,1,1
80,20,6,iHOOI,networkX1,1,1
80,20,6,iHOOI,networkY1,1,1
80,20,6,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,20,6,iHOOI,networkY2,0.675949367088608,0.351395730706076
80,40,6,JisstPCA0 (oracle),sample,1,1
80,40,6,JisstPCA0 (oracle),networkX1,1,1
80,40,6,JisstPCA0 (oracle),networkY1,1,1
80,40,6,JisstPCA0 (oracle),networkX2,1,1
80,40,6,JisstPCA0 (oracle),networkY2,1,1
80,40,6,JisstPCA0 (BIC),sample,1,1
80,40,6,JisstPCA0 (BIC),networkX1,1,1
80,40,6,JisstPCA0 (BIC),networkY1,1,1
80,40,6,JisstPCA0 (BIC),networkX2,1,1
80,40,6,JisstPCA0 (BIC),networkY2,1,1
80,40,6,G-JisstPCA0 (oracle),sample,1,1
80,40,6,G-JisstPCA0 (oracle),networkX1,1,1
80,40,6,G-JisstPCA0 (oracle),networkY1,1,1
80,40,6,G-JisstPCA0 (oracle),networkX2,1,1
80,40,6,G-JisstPCA0 (oracle),networkY2,1,1
80,40,6,G-JisstPCA0 (BIC),sample,1,1
80,40,6,G-JisstPCA0 (BIC),networkX1,1,1
80,40,6,G-JisstPCA0 (BIC),networkY1,1,1
80,40,6,G-JisstPCA0 (BIC),networkX2,1,1
80,40,6,G-JisstPCA0 (BIC),networkY2,1,1
80,40,6,JisstPCA2 (oracle),sample,1,1
80,40,6,JisstPCA2 (oracle),networkX1,1,1
80,40,6,JisstPCA2 (oracle),networkY1,1,1
80,40,6,JisstPCA2 (oracle),networkX2,1,1
80,40,6,JisstPCA2 (oracle),networkY2,1,1
80,40,6,JisstPCA2 (BIC),sample,1,1
80,40,6,JisstPCA2 (BIC),networkX1,1,1
80,40,6,JisstPCA2 (BIC),networkY1,1,1
80,40,6,JisstPCA2 (BIC),networkX2,1,1
80,40,6,JisstPCA2 (BIC),networkY2,1,1
80,40,6,G-JisstPCA2 (oracle),sample,1,1
80,40,6,G-JisstPCA2 (oracle),networkX1,1,1
80,40,6,G-JisstPCA2 (oracle),networkY1,1,1
80,40,6,G-JisstPCA2 (oracle),networkX2,1,1
80,40,6,G-JisstPCA2 (oracle),networkY2,1,1
80,40,6,G-JisstPCA2 (BIC),sample,1,1
80,40,6,G-JisstPCA2 (BIC),networkX1,1,1
80,40,6,G-JisstPCA2 (BIC),networkY1,1,1
80,40,6,G-JisstPCA2 (BIC),networkX2,1,1
80,40,6,G-JisstPCA2 (BIC),networkY2,1,1
80,40,6,iHOSVD,sample,1,1
80,40,6,iHOSVD,networkX1,0.756962025316456,0.468132854578097
80,40,6,iHOSVD,networkY1,0.762025316455696,0.505895190695446
80,40,6,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,40,6,iHOSVD,networkY2,0.633227848101266,0.266701264918494
80,40,6,iHOOI,sample,1,1
80,40,6,iHOOI,networkX1,0.756962025316456,0.468132854578097
80,40,6,iHOOI,networkY1,1,1
80,40,6,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,40,6,iHOOI,networkY2,0.661075949367089,0.321805248957567
50,20,7,JisstPCA0 (oracle),sample,1,1
50,20,7,JisstPCA0 (oracle),networkX1,1,1
50,20,7,JisstPCA0 (oracle),networkY1,1,1
50,20,7,JisstPCA0 (oracle),networkX2,1,1
50,20,7,JisstPCA0 (oracle),networkY2,1,1
50,20,7,JisstPCA0 (BIC),sample,1,1
50,20,7,JisstPCA0 (BIC),networkX1,1,1
50,20,7,JisstPCA0 (BIC),networkY1,1,1
50,20,7,JisstPCA0 (BIC),networkX2,1,1
50,20,7,JisstPCA0 (BIC),networkY2,1,1
50,20,7,G-JisstPCA0 (oracle),sample,1,1
50,20,7,G-JisstPCA0 (oracle),networkX1,1,1
50,20,7,G-JisstPCA0 (oracle),networkY1,1,1
50,20,7,G-JisstPCA0 (oracle),networkX2,1,1
50,20,7,G-JisstPCA0 (oracle),networkY2,1,1
50,20,7,G-JisstPCA0 (BIC),sample,1,1
50,20,7,G-JisstPCA0 (BIC),networkX1,1,1
50,20,7,G-JisstPCA0 (BIC),networkY1,1,1
50,20,7,G-JisstPCA0 (BIC),networkX2,1,1
50,20,7,G-JisstPCA0 (BIC),networkY2,1,1
50,20,7,JisstPCA2 (oracle),sample,1,1
50,20,7,JisstPCA2 (oracle),networkX1,1,1
50,20,7,JisstPCA2 (oracle),networkY1,1,1
50,20,7,JisstPCA2 (oracle),networkX2,1,1
50,20,7,JisstPCA2 (oracle),networkY2,1,1
50,20,7,JisstPCA2 (BIC),sample,1,1
50,20,7,JisstPCA2 (BIC),networkX1,1,1
50,20,7,JisstPCA2 (BIC),networkY1,1,1
50,20,7,JisstPCA2 (BIC),networkX2,1,1
50,20,7,JisstPCA2 (BIC),networkY2,1,1
50,20,7,G-JisstPCA2 (oracle),sample,1,1
50,20,7,G-JisstPCA2 (oracle),networkX1,1,1
50,20,7,G-JisstPCA2 (oracle),networkY1,1,1
50,20,7,G-JisstPCA2 (oracle),networkX2,1,1
50,20,7,G-JisstPCA2 (oracle),networkY2,1,1
50,20,7,G-JisstPCA2 (BIC),sample,1,1
50,20,7,G-JisstPCA2 (BIC),networkX1,1,1
50,20,7,G-JisstPCA2 (BIC),networkY1,1,1
50,20,7,G-JisstPCA2 (BIC),networkX2,1,1
50,20,7,G-JisstPCA2 (BIC),networkY2,1,1
50,20,7,iHOSVD,sample,1,1
50,20,7,iHOSVD,networkX1,0.756962025316456,0.468132854578097
50,20,7,iHOSVD,networkY1,1,1
50,20,7,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,20,7,iHOSVD,networkY2,0.588571428571429,0.176140912730184
50,20,7,iHOOI,sample,1,1
50,20,7,iHOOI,networkX1,1,1
50,20,7,iHOOI,networkY1,1,1
50,20,7,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,20,7,iHOOI,networkY2,0.673469387755102,0.346666666666667
50,40,7,JisstPCA0 (oracle),sample,1,1
50,40,7,JisstPCA0 (oracle),networkX1,1,1
50,40,7,JisstPCA0 (oracle),networkY1,1,1
50,40,7,JisstPCA0 (oracle),networkX2,1,1
50,40,7,JisstPCA0 (oracle),networkY2,1,1
50,40,7,JisstPCA0 (BIC),sample,1,1
50,40,7,JisstPCA0 (BIC),networkX1,1,1
50,40,7,JisstPCA0 (BIC),networkY1,1,1
50,40,7,JisstPCA0 (BIC),networkX2,1,1
50,40,7,JisstPCA0 (BIC),networkY2,1,1
50,40,7,G-JisstPCA0 (oracle),sample,1,1
50,40,7,G-JisstPCA0 (oracle),networkX1,1,1
50,40,7,G-JisstPCA0 (oracle),networkY1,1,1
50,40,7,G-JisstPCA0 (oracle),networkX2,1,1
50,40,7,G-JisstPCA0 (oracle),networkY2,1,1
50,40,7,G-JisstPCA0 (BIC),sample,1,1
50,40,7,G-JisstPCA0 (BIC),networkX1,1,1
50,40,7,G-JisstPCA0 (BIC),networkY1,1,1
50,40,7,G-JisstPCA0 (BIC),networkX2,1,1
50,40,7,G-JisstPCA0 (BIC),networkY2,1,1
50,40,7,JisstPCA2 (oracle),sample,1,1
50,40,7,JisstPCA2 (oracle),networkX1,1,1
50,40,7,JisstPCA2 (oracle),networkY1,1,1
50,40,7,JisstPCA2 (oracle),networkX2,1,1
50,40,7,JisstPCA2 (oracle),networkY2,1,1
50,40,7,JisstPCA2 (BIC),sample,1,1
50,40,7,JisstPCA2 (BIC),networkX1,1,1
50,40,7,JisstPCA2 (BIC),networkY1,1,1
50,40,7,JisstPCA2 (BIC),networkX2,1,1
50,40,7,JisstPCA2 (BIC),networkY2,1,1
50,40,7,G-JisstPCA2 (oracle),sample,1,1
50,40,7,G-JisstPCA2 (oracle),networkX1,1,1
50,40,7,G-JisstPCA2 (oracle),networkY1,1,1
50,40,7,G-JisstPCA2 (oracle),networkX2,1,1
50,40,7,G-JisstPCA2 (oracle),networkY2,1,1
50,40,7,G-JisstPCA2 (BIC),sample,1,1
50,40,7,G-JisstPCA2 (BIC),networkX1,1,1
50,40,7,G-JisstPCA2 (BIC),networkY1,1,1
50,40,7,G-JisstPCA2 (BIC),networkX2,1,1
50,40,7,G-JisstPCA2 (BIC),networkY2,1,1
50,40,7,iHOSVD,sample,1,1
50,40,7,iHOSVD,networkX1,1,1
50,40,7,iHOSVD,networkY1,1,1
50,40,7,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,40,7,iHOSVD,networkY2,0.60734693877551,0.21491622530895
50,40,7,iHOOI,sample,1,1
50,40,7,iHOOI,networkX1,0.756962025316456,0.468132854578097
50,40,7,iHOOI,networkY1,1,1
50,40,7,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,40,7,iHOOI,networkY2,0.698775510204082,0.397721594883581
80,20,7,JisstPCA0 (oracle),sample,1,1
80,20,7,JisstPCA0 (oracle),networkX1,1,1
80,20,7,JisstPCA0 (oracle),networkY1,1,1
80,20,7,JisstPCA0 (oracle),networkX2,1,1
80,20,7,JisstPCA0 (oracle),networkY2,1,1
80,20,7,JisstPCA0 (BIC),sample,1,1
80,20,7,JisstPCA0 (BIC),networkX1,1,1
80,20,7,JisstPCA0 (BIC),networkY1,1,1
80,20,7,JisstPCA0 (BIC),networkX2,1,1
80,20,7,JisstPCA0 (BIC),networkY2,1,1
80,20,7,G-JisstPCA0 (oracle),sample,1,1
80,20,7,G-JisstPCA0 (oracle),networkX1,1,1
80,20,7,G-JisstPCA0 (oracle),networkY1,1,1
80,20,7,G-JisstPCA0 (oracle),networkX2,1,1
80,20,7,G-JisstPCA0 (oracle),networkY2,1,1
80,20,7,G-JisstPCA0 (BIC),sample,1,1
80,20,7,G-JisstPCA0 (BIC),networkX1,1,1
80,20,7,G-JisstPCA0 (BIC),networkY1,1,1
80,20,7,G-JisstPCA0 (BIC),networkX2,1,1
80,20,7,G-JisstPCA0 (BIC),networkY2,1,1
80,20,7,JisstPCA2 (oracle),sample,1,1
80,20,7,JisstPCA2 (oracle),networkX1,1,1
80,20,7,JisstPCA2 (oracle),networkY1,1,1
80,20,7,JisstPCA2 (oracle),networkX2,1,1
80,20,7,JisstPCA2 (oracle),networkY2,1,1
80,20,7,JisstPCA2 (BIC),sample,1,1
80,20,7,JisstPCA2 (BIC),networkX1,1,1
80,20,7,JisstPCA2 (BIC),networkY1,1,1
80,20,7,JisstPCA2 (BIC),networkX2,1,1
80,20,7,JisstPCA2 (BIC),networkY2,1,1
80,20,7,G-JisstPCA2 (oracle),sample,1,1
80,20,7,G-JisstPCA2 (oracle),networkX1,1,1
80,20,7,G-JisstPCA2 (oracle),networkY1,1,1
80,20,7,G-JisstPCA2 (oracle),networkX2,1,1
80,20,7,G-JisstPCA2 (oracle),networkY2,1,1
80,20,7,G-JisstPCA2 (BIC),sample,1,1
80,20,7,G-JisstPCA2 (BIC),networkX1,1,1
80,20,7,G-JisstPCA2 (BIC),networkY1,1,1
80,20,7,G-JisstPCA2 (BIC),networkX2,1,1
80,20,7,G-JisstPCA2 (BIC),networkY2,1,1
80,20,7,iHOSVD,sample,1,1
80,20,7,iHOSVD,networkX1,1,1
80,20,7,iHOSVD,networkY1,1,1
80,20,7,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,20,7,iHOSVD,networkY2,0.620253164556962,0.240773962070733
80,20,7,iHOOI,sample,1,1
80,20,7,iHOOI,networkX1,0.756962025316456,0.468132854578097
80,20,7,iHOOI,networkY1,1,1
80,20,7,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,20,7,iHOOI,networkY2,0.691455696202532,0.382595814877337
80,40,7,JisstPCA0 (oracle),sample,1,1
80,40,7,JisstPCA0 (oracle),networkX1,1,1
80,40,7,JisstPCA0 (oracle),networkY1,1,1
80,40,7,JisstPCA0 (oracle),networkX2,1,1
80,40,7,JisstPCA0 (oracle),networkY2,1,1
80,40,7,JisstPCA0 (BIC),sample,1,1
80,40,7,JisstPCA0 (BIC),networkX1,1,1
80,40,7,JisstPCA0 (BIC),networkY1,1,1
80,40,7,JisstPCA0 (BIC),networkX2,1,1
80,40,7,JisstPCA0 (BIC),networkY2,1,1
80,40,7,G-JisstPCA0 (oracle),sample,1,1
80,40,7,G-JisstPCA0 (oracle),networkX1,1,1
80,40,7,G-JisstPCA0 (oracle),networkY1,1,1
80,40,7,G-JisstPCA0 (oracle),networkX2,1,1
80,40,7,G-JisstPCA0 (oracle),networkY2,1,1
80,40,7,G-JisstPCA0 (BIC),sample,1,1
80,40,7,G-JisstPCA0 (BIC),networkX1,1,1
80,40,7,G-JisstPCA0 (BIC),networkY1,1,1
80,40,7,G-JisstPCA0 (BIC),networkX2,1,1
80,40,7,G-JisstPCA0 (BIC),networkY2,1,1
80,40,7,JisstPCA2 (oracle),sample,1,1
80,40,7,JisstPCA2 (oracle),networkX1,1,1
80,40,7,JisstPCA2 (oracle),networkY1,1,1
80,40,7,JisstPCA2 (oracle),networkX2,1,1
80,40,7,JisstPCA2 (oracle),networkY2,1,1
80,40,7,JisstPCA2 (BIC),sample,1,1
80,40,7,JisstPCA2 (BIC),networkX1,1,1
80,40,7,JisstPCA2 (BIC),networkY1,1,1
80,40,7,JisstPCA2 (BIC),networkX2,1,1
80,40,7,JisstPCA2 (BIC),networkY2,1,1
80,40,7,G-JisstPCA2 (oracle),sample,1,1
80,40,7,G-JisstPCA2 (oracle),networkX1,1,1
80,40,7,G-JisstPCA2 (oracle),networkY1,1,1
80,40,7,G-JisstPCA2 (oracle),networkX2,1,1
80,40,7,G-JisstPCA2 (oracle),networkY2,1,1
80,40,7,G-JisstPCA2 (BIC),sample,1,1
80,40,7,G-JisstPCA2 (BIC),networkX1,1,1
80,40,7,G-JisstPCA2 (BIC),networkY1,1,1
80,40,7,G-JisstPCA2 (BIC),networkX2,1,1
80,40,7,G-JisstPCA2 (BIC),networkY2,1,1
80,40,7,iHOSVD,sample,1,1
80,40,7,iHOSVD,networkX1,0.756962025316456,0.468132854578097
80,40,7,iHOSVD,networkY1,1,1
80,40,7,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,40,7,iHOSVD,networkY2,0.661075949367089,0.321805248957567
80,40,7,iHOOI,sample,1,1
80,40,7,iHOOI,networkX1,0.756962025316456,0.468132854578097
80,40,7,iHOOI,networkY1,1,1
80,40,7,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,40,7,iHOOI,networkY2,0.675949367088608,0.351395730706076
50,20,8,JisstPCA0 (oracle),sample,1,1
