q,N,seed,method,factor name,factor number,err
80,40,15,iHOSVD,V,2,0.750465274623554
80,40,15,iHOSVD,W,2,0.776724698121086
80,40,15,iHOOI,u,1,0.0658238941829548
80,40,15,iHOOI,V,1,0.123793320597527
80,40,15,iHOOI,W,1,0.121482393437576
80,40,15,iHOOI,u,2,0.145097776990638
80,40,15,iHOOI,V,2,0.744121890505297
80,40,15,iHOOI,W,2,0.695410892643513
50,20,16,JisstPCA0 (oracle),u,1,0.0360874286262395
50,20,16,JisstPCA0 (oracle),V,1,0.0760723031319017
50,20,16,JisstPCA0 (oracle),W,1,0.116262749835224
50,20,16,JisstPCA0 (oracle),u,2,0.928426282299311
50,20,16,JisstPCA0 (oracle),V,2,0.996835066781091
50,20,16,JisstPCA0 (oracle),W,2,0.999999994726452
50,20,16,JisstPCA0 (BIC),u,1,0.0360874286262395
50,20,16,JisstPCA0 (BIC),V,1,0.0760723031319017
50,20,16,JisstPCA0 (BIC),W,1,0.116262749835224
50,20,16,JisstPCA0 (BIC),u,2,0.928426282299311
50,20,16,JisstPCA0 (BIC),V,2,0.996835066781091
50,20,16,JisstPCA0 (BIC),W,2,0.999999994726452
50,20,16,G-JisstPCA0 (oracle),u,1,0.0392549012633295
50,20,16,G-JisstPCA0 (oracle),V,1,0.0761964812095441
50,20,16,G-JisstPCA0 (oracle),W,1,0.11631227120858
50,20,16,G-JisstPCA0 (oracle),u,2,0.929152573871152
50,20,16,G-JisstPCA0 (oracle),V,2,0.997031538813588
50,20,16,G-JisstPCA0 (oracle),W,2,0.999968621810855
50,20,16,G-JisstPCA0 (BIC),u,1,0.0392549012633295
50,20,16,G-JisstPCA0 (BIC),V,1,0.0761964812095441
50,20,16,G-JisstPCA0 (BIC),W,1,0.11631227120858
50,20,16,G-JisstPCA0 (BIC),u,2,0.929152573871152
50,20,16,G-JisstPCA0 (BIC),V,2,0.997031538813588
50,20,16,G-JisstPCA0 (BIC),W,2,0.999968621810855
50,20,16,JisstPCA2 (oracle),u,1,0.0360874286262395
50,20,16,JisstPCA2 (oracle),V,1,0.0760723031319017
50,20,16,JisstPCA2 (oracle),W,1,0.116262749835224
50,20,16,JisstPCA2 (oracle),u,2,0.339751004456878
50,20,16,JisstPCA2 (oracle),V,2,0.434691937247146
50,20,16,JisstPCA2 (oracle),W,2,0.999287032207835
50,20,16,JisstPCA2 (BIC),u,1,0.0360874286262395
50,20,16,JisstPCA2 (BIC),V,1,0.0760723031319017
50,20,16,JisstPCA2 (BIC),W,1,0.116262749835224
50,20,16,JisstPCA2 (BIC),u,2,0.339751004456878
50,20,16,JisstPCA2 (BIC),V,2,0.434691937247146
50,20,16,JisstPCA2 (BIC),W,2,0.999287032207835
50,20,16,G-JisstPCA2 (oracle),u,1,0.0392549012633295
50,20,16,G-JisstPCA2 (oracle),V,1,0.0761964812095441
50,20,16,G-JisstPCA2 (oracle),W,1,0.11631227120858
50,20,16,G-JisstPCA2 (oracle),u,2,0.337251893827602
50,20,16,G-JisstPCA2 (oracle),V,2,0.420817776873089
50,20,16,G-JisstPCA2 (oracle),W,2,0.998919695077914
50,20,16,G-JisstPCA2 (BIC),u,1,0.0392549012633295
50,20,16,G-JisstPCA2 (BIC),V,1,0.0761964812095441
50,20,16,G-JisstPCA2 (BIC),W,1,0.11631227120858
50,20,16,G-JisstPCA2 (BIC),u,2,0.337251893827602
50,20,16,G-JisstPCA2 (BIC),V,2,0.420817776873089
50,20,16,G-JisstPCA2 (BIC),W,2,0.998919695077914
50,20,16,iHOSVD,u,1,0.055658771488666
50,20,16,iHOSVD,V,1,0.0823832070661971
50,20,16,iHOSVD,W,1,0.157754602225856
50,20,16,iHOSVD,u,2,0.255731267827413
50,20,16,iHOSVD,V,2,0.998972293624266
50,20,16,iHOSVD,W,2,0.977728720084901
50,20,16,iHOOI,u,1,0.0426937789451127
50,20,16,iHOOI,V,1,0.0771131924654299
50,20,16,iHOOI,W,1,0.120353276732867
50,20,16,iHOOI,u,2,0.670126842740785
50,20,16,iHOOI,V,2,0.990104083079263
50,20,16,iHOOI,W,2,0.999836071280642
50,40,16,JisstPCA0 (oracle),u,1,0.0698530011099408
50,40,16,JisstPCA0 (oracle),V,1,0.0599245136889
50,40,16,JisstPCA0 (oracle),W,1,0.0938380259151381
50,40,16,JisstPCA0 (oracle),u,2,0.935407079490837
50,40,16,JisstPCA0 (oracle),V,2,0.998080734875557
50,40,16,JisstPCA0 (oracle),W,2,0.995795082136186
50,40,16,JisstPCA0 (BIC),u,1,0.0698530011099408
50,40,16,JisstPCA0 (BIC),V,1,0.0599245136889
50,40,16,JisstPCA0 (BIC),W,1,0.0938380259151381
50,40,16,JisstPCA0 (BIC),u,2,0.935407079490837
50,40,16,JisstPCA0 (BIC),V,2,0.998080734875557
50,40,16,JisstPCA0 (BIC),W,2,0.995795082136186
50,40,16,G-JisstPCA0 (oracle),u,1,0.0711259420790712
50,40,16,G-JisstPCA0 (oracle),V,1,0.0600094256270014
50,40,16,G-JisstPCA0 (oracle),W,1,0.0939199201436311
50,40,16,G-JisstPCA0 (oracle),u,2,0.940740612637278
50,40,16,G-JisstPCA0 (oracle),V,2,0.997755935135256
50,40,16,G-JisstPCA0 (oracle),W,2,0.999983999169034
50,40,16,G-JisstPCA0 (BIC),u,1,0.0711259420790712
50,40,16,G-JisstPCA0 (BIC),V,1,0.0600094256270014
50,40,16,G-JisstPCA0 (BIC),W,1,0.0939199201436311
50,40,16,G-JisstPCA0 (BIC),u,2,0.940740612637278
50,40,16,G-JisstPCA0 (BIC),V,2,0.997755935135256
50,40,16,G-JisstPCA0 (BIC),W,2,0.999983999169034
50,40,16,JisstPCA2 (oracle),u,1,0.0698530011099408
50,40,16,JisstPCA2 (oracle),V,1,0.0599245136889
50,40,16,JisstPCA2 (oracle),W,1,0.0938380259151381
50,40,16,JisstPCA2 (oracle),u,2,0.145409121127442
50,40,16,JisstPCA2 (oracle),V,2,0.194096588446575
50,40,16,JisstPCA2 (oracle),W,2,0.35221388194518
50,40,16,JisstPCA2 (BIC),u,1,0.0698530011099408
50,40,16,JisstPCA2 (BIC),V,1,0.0599245136889
50,40,16,JisstPCA2 (BIC),W,1,0.0938380259151381
50,40,16,JisstPCA2 (BIC),u,2,0.145409121127442
50,40,16,JisstPCA2 (BIC),V,2,0.194096588446575
50,40,16,JisstPCA2 (BIC),W,2,0.35221388194518
50,40,16,G-JisstPCA2 (oracle),u,1,0.0711259420790712
50,40,16,G-JisstPCA2 (oracle),V,1,0.0600094256270014
50,40,16,G-JisstPCA2 (oracle),W,1,0.0939199201436311
50,40,16,G-JisstPCA2 (oracle),u,2,0.149204112459421
50,40,16,G-JisstPCA2 (oracle),V,2,0.195097143733629
50,40,16,G-JisstPCA2 (oracle),W,2,0.356327097625386
50,40,16,G-JisstPCA2 (BIC),u,1,0.0711259420790712
50,40,16,G-JisstPCA2 (BIC),V,1,0.0600094256270014
50,40,16,G-JisstPCA2 (BIC),W,1,0.0939199201436311
50,40,16,G-JisstPCA2 (BIC),u,2,0.149204112459421
50,40,16,G-JisstPCA2 (BIC),V,2,0.195097143733629
50,40,16,G-JisstPCA2 (BIC),W,2,0.356327097625386
50,40,16,iHOSVD,u,1,0.101787128410265
50,40,16,iHOSVD,V,1,0.0848459413854779
50,40,16,iHOSVD,W,1,0.162714790061477
50,40,16,iHOSVD,u,2,0.21499615617532
50,40,16,iHOSVD,V,2,0.751005566117902
50,40,16,iHOSVD,W,2,0.990594262203958
50,40,16,iHOOI,u,1,0.0673132383677407
50,40,16,iHOOI,V,1,0.0864244617670939
50,40,16,iHOOI,W,1,0.0958758284147005
50,40,16,iHOOI,u,2,0.152786299140163
50,40,16,iHOOI,V,2,0.723812340545746
50,40,16,iHOOI,W,2,0.999839670085197
80,20,16,JisstPCA0 (oracle),u,1,0.0527290612654618
80,20,16,JisstPCA0 (oracle),V,1,0.0739542964547633
80,20,16,JisstPCA0 (oracle),W,1,0.119090752502446
80,20,16,JisstPCA0 (oracle),u,2,0.962696376414183
80,20,16,JisstPCA0 (oracle),V,2,0.998715693609133
80,20,16,JisstPCA0 (oracle),W,2,0.999186728444233
80,20,16,JisstPCA0 (BIC),u,1,0.0527290612654618
80,20,16,JisstPCA0 (BIC),V,1,0.0739542964547633
80,20,16,JisstPCA0 (BIC),W,1,0.119090752502446
80,20,16,JisstPCA0 (BIC),u,2,0.962696376414183
80,20,16,JisstPCA0 (BIC),V,2,0.998715693609133
80,20,16,JisstPCA0 (BIC),W,2,0.999186728444233
80,20,16,G-JisstPCA0 (oracle),u,1,0.0491900611304112
80,20,16,G-JisstPCA0 (oracle),V,1,0.0739919739263304
80,20,16,G-JisstPCA0 (oracle),W,1,0.119097080163703
80,20,16,G-JisstPCA0 (oracle),u,2,0.978570393177683
80,20,16,G-JisstPCA0 (oracle),V,2,0.998272640914447
80,20,16,G-JisstPCA0 (oracle),W,2,0.998976210015341
80,20,16,G-JisstPCA0 (BIC),u,1,0.0491900611304112
80,20,16,G-JisstPCA0 (BIC),V,1,0.0739919739263304
80,20,16,G-JisstPCA0 (BIC),W,1,0.119097080163703
80,20,16,G-JisstPCA0 (BIC),u,2,0.978570393177683
80,20,16,G-JisstPCA0 (BIC),V,2,0.998272640914447
80,20,16,G-JisstPCA0 (BIC),W,2,0.998976210015341
80,20,16,JisstPCA2 (oracle),u,1,0.0527290612654618
80,20,16,JisstPCA2 (oracle),V,1,0.0739542964547633
80,20,16,JisstPCA2 (oracle),W,1,0.119090752502446
80,20,16,JisstPCA2 (oracle),u,2,0.263018759809464
80,20,16,JisstPCA2 (oracle),V,2,0.351027213973775
80,20,16,JisstPCA2 (oracle),W,2,0.555016489262859
80,20,16,JisstPCA2 (BIC),u,1,0.0527290612654618
80,20,16,JisstPCA2 (BIC),V,1,0.0739542964547633
80,20,16,JisstPCA2 (BIC),W,1,0.119090752502446
80,20,16,JisstPCA2 (BIC),u,2,0.263018759809464
80,20,16,JisstPCA2 (BIC),V,2,0.351027213973775
80,20,16,JisstPCA2 (BIC),W,2,0.555016489262859
80,20,16,G-JisstPCA2 (oracle),u,1,0.0491900611304112
80,20,16,G-JisstPCA2 (oracle),V,1,0.0739919739263304
80,20,16,G-JisstPCA2 (oracle),W,1,0.119097080163703
80,20,16,G-JisstPCA2 (oracle),u,2,0.258962159106997
80,20,16,G-JisstPCA2 (oracle),V,2,0.349254685597413
80,20,16,G-JisstPCA2 (oracle),W,2,0.553082328017823
80,20,16,G-JisstPCA2 (BIC),u,1,0.0491900611304112
80,20,16,G-JisstPCA2 (BIC),V,1,0.0739919739263304
80,20,16,G-JisstPCA2 (BIC),W,1,0.119097080163703
80,20,16,G-JisstPCA2 (BIC),u,2,0.258962159106997
80,20,16,G-JisstPCA2 (BIC),V,2,0.349254685597413
80,20,16,G-JisstPCA2 (BIC),W,2,0.553082328017823
80,20,16,iHOSVD,u,1,0.0655892795704456
80,20,16,iHOSVD,V,1,0.086732472725645
80,20,16,iHOSVD,W,1,0.150397728784133
80,20,16,iHOSVD,u,2,0.251058642911288
80,20,16,iHOSVD,V,2,0.950624821335731
80,20,16,iHOSVD,W,2,0.999950495381433
80,20,16,iHOOI,u,1,0.0493624458745945
80,20,16,iHOOI,V,1,0.0777578967907863
80,20,16,iHOOI,W,1,0.121368682287132
80,20,16,iHOOI,u,2,0.215011406094532
80,20,16,iHOOI,V,2,0.769400845081967
80,20,16,iHOOI,W,2,0.987942563957668
80,40,16,JisstPCA0 (oracle),u,1,0.0529770609624714
80,40,16,JisstPCA0 (oracle),V,1,0.0541726873962042
80,40,16,JisstPCA0 (oracle),W,1,0.0871841626161608
80,40,16,JisstPCA0 (oracle),u,2,0.971641391511746
80,40,16,JisstPCA0 (oracle),V,2,0.99999673351253
80,40,16,JisstPCA0 (oracle),W,2,0.949196743772701
80,40,16,JisstPCA0 (BIC),u,1,0.0529770609624714
80,40,16,JisstPCA0 (BIC),V,1,0.0541726873962042
80,40,16,JisstPCA0 (BIC),W,1,0.0871841626161608
80,40,16,JisstPCA0 (BIC),u,2,0.971641391511746
80,40,16,JisstPCA0 (BIC),V,2,0.99999673351253
80,40,16,JisstPCA0 (BIC),W,2,0.949196743772701
80,40,16,G-JisstPCA0 (oracle),u,1,0.0537898354169629
80,40,16,G-JisstPCA0 (oracle),V,1,0.0541397629094546
80,40,16,G-JisstPCA0 (oracle),W,1,0.0871863415406103
80,40,16,G-JisstPCA0 (oracle),u,2,0.966332275341126
80,40,16,G-JisstPCA0 (oracle),V,2,0.999888714605428
80,40,16,G-JisstPCA0 (oracle),W,2,0.998093214673408
80,40,16,G-JisstPCA0 (BIC),u,1,0.0537898354169629
80,40,16,G-JisstPCA0 (BIC),V,1,0.0541397629094546
80,40,16,G-JisstPCA0 (BIC),W,1,0.0871863415406103
80,40,16,G-JisstPCA0 (BIC),u,2,0.966332275341126
80,40,16,G-JisstPCA0 (BIC),V,2,0.999888714605428
80,40,16,G-JisstPCA0 (BIC),W,2,0.998093214673408
80,40,16,JisstPCA2 (oracle),u,1,0.0529770609624714
80,40,16,JisstPCA2 (oracle),V,1,0.0541726873962042
80,40,16,JisstPCA2 (oracle),W,1,0.0871841626161608
80,40,16,JisstPCA2 (oracle),u,2,0.158994929865022
80,40,16,JisstPCA2 (oracle),V,2,0.14218359450393
80,40,16,JisstPCA2 (oracle),W,2,0.247567606294145
80,40,16,JisstPCA2 (BIC),u,1,0.0529770609624714
80,40,16,JisstPCA2 (BIC),V,1,0.0541726873962042
80,40,16,JisstPCA2 (BIC),W,1,0.0871841626161608
80,40,16,JisstPCA2 (BIC),u,2,0.158994929865022
80,40,16,JisstPCA2 (BIC),V,2,0.14218359450393
80,40,16,JisstPCA2 (BIC),W,2,0.247567606294145
80,40,16,G-JisstPCA2 (oracle),u,1,0.0537898354169629
80,40,16,G-JisstPCA2 (oracle),V,1,0.0541397629094546
80,40,16,G-JisstPCA2 (oracle),W,1,0.0871863415406103
80,40,16,G-JisstPCA2 (oracle),u,2,0.147758620550756
80,40,16,G-JisstPCA2 (oracle),V,2,0.142819398138528
80,40,16,G-JisstPCA2 (oracle),W,2,0.247941674224901
80,40,16,G-JisstPCA2 (BIC),u,1,0.0537898354169629
80,40,16,G-JisstPCA2 (BIC),V,1,0.0541397629094546
80,40,16,G-JisstPCA2 (BIC),W,1,0.0871863415406103
80,40,16,G-JisstPCA2 (BIC),u,2,0.147758620550756
80,40,16,G-JisstPCA2 (BIC),V,2,0.142819398138528
80,40,16,G-JisstPCA2 (BIC),W,2,0.247941674224901
80,40,16,iHOSVD,u,1,0.0813589070078326
80,40,16,iHOSVD,V,1,0.0786309105630709
80,40,16,iHOSVD,W,1,0.124709182834704
80,40,16,iHOSVD,u,2,0.195310716846795
80,40,16,iHOSVD,V,2,0.746982427288597
80,40,16,iHOSVD,W,2,0.810524212056878
80,40,16,iHOOI,u,1,0.0482063980783849
80,40,16,iHOOI,V,1,0.0783801610007391
80,40,16,iHOOI,W,1,0.105856076666132
80,40,16,iHOOI,u,2,0.150307410428134
80,40,16,iHOOI,V,2,0.714203623152352
80,40,16,iHOOI,W,2,0.695388043334192
50,20,17,JisstPCA0 (oracle),u,1,0.0869796782578353
50,20,17,JisstPCA0 (oracle),V,1,0.0841165112956926
50,20,17,JisstPCA0 (oracle),W,1,0.168930445514244
50,20,17,JisstPCA0 (oracle),u,2,0.23280285454649
50,20,17,JisstPCA0 (oracle),V,2,0.196390105071769
50,20,17,JisstPCA0 (oracle),W,2,0.35882016438179
50,20,17,JisstPCA0 (BIC),u,1,0.0869796782578353
50,20,17,JisstPCA0 (BIC),V,1,0.0841165112956926
50,20,17,JisstPCA0 (BIC),W,1,0.168930445514244
50,20,17,JisstPCA0 (BIC),u,2,0.23280285454649
50,20,17,JisstPCA0 (BIC),V,2,0.196390105071769
50,20,17,JisstPCA0 (BIC),W,2,0.35882016438179
50,20,17,G-JisstPCA0 (oracle),u,1,0.0939637458836237
50,20,17,G-JisstPCA0 (oracle),V,1,0.0840427809583726
50,20,17,G-JisstPCA0 (oracle),W,1,0.168975807977438
50,20,17,G-JisstPCA0 (oracle),u,2,0.19944198592396
50,20,17,G-JisstPCA0 (oracle),V,2,0.199238143259141
50,20,17,G-JisstPCA0 (oracle),W,2,0.348100344375619
50,20,17,G-JisstPCA0 (BIC),u,1,0.0939637458836237
50,20,17,G-JisstPCA0 (BIC),V,1,0.0840427809583726
50,20,17,G-JisstPCA0 (BIC),W,1,0.168975807977438
50,20,17,G-JisstPCA0 (BIC),u,2,0.19944198592396
50,20,17,G-JisstPCA0 (BIC),V,2,0.199238143259141
50,20,17,G-JisstPCA0 (BIC),W,2,0.348100344375619
50,20,17,JisstPCA2 (oracle),u,1,0.0869796782578353
50,20,17,JisstPCA2 (oracle),V,1,0.0841165112956926
50,20,17,JisstPCA2 (oracle),W,1,0.168930445514244
50,20,17,JisstPCA2 (oracle),u,2,0.154848838527093
50,20,17,JisstPCA2 (oracle),V,2,0.192764579654007
50,20,17,JisstPCA2 (oracle),W,2,0.338913839608307
50,20,17,JisstPCA2 (BIC),u,1,0.0869796782578353
50,20,17,JisstPCA2 (BIC),V,1,0.0841165112956926
50,20,17,JisstPCA2 (BIC),W,1,0.168930445514244
50,20,17,JisstPCA2 (BIC),u,2,0.154848838527093
50,20,17,JisstPCA2 (BIC),V,2,0.192764579654007
50,20,17,JisstPCA2 (BIC),W,2,0.338913839608307
50,20,17,G-JisstPCA2 (oracle),u,1,0.0939637458836237
50,20,17,G-JisstPCA2 (oracle),V,1,0.0840427809583726
50,20,17,G-JisstPCA2 (oracle),W,1,0.168975807977438
50,20,17,G-JisstPCA2 (oracle),u,2,0.140664870960532
50,20,17,G-JisstPCA2 (oracle),V,2,0.197173443000404
50,20,17,G-JisstPCA2 (oracle),W,2,0.337555611153155
50,20,17,G-JisstPCA2 (BIC),u,1,0.0939637458836237
50,20,17,G-JisstPCA2 (BIC),V,1,0.0840427809583726
50,20,17,G-JisstPCA2 (BIC),W,1,0.168975807977438
50,20,17,G-JisstPCA2 (BIC),u,2,0.140664870960532
50,20,17,G-JisstPCA2 (BIC),V,2,0.197173443000404
50,20,17,G-JisstPCA2 (BIC),W,2,0.337555611153155
50,20,17,iHOSVD,u,1,0.132925427714381
50,20,17,iHOSVD,V,1,0.132250791067956
50,20,17,iHOSVD,W,1,0.235385250509149
50,20,17,iHOSVD,u,2,0.200811458458966
50,20,17,iHOSVD,V,2,0.771969941575016
50,20,17,iHOSVD,W,2,0.980837815154172
50,20,17,iHOOI,u,1,0.0877346114026353
50,20,17,iHOOI,V,1,0.1342880841834
50,20,17,iHOOI,W,1,0.173495465565541
50,20,17,iHOOI,u,2,0.13500064710038
50,20,17,iHOOI,V,2,0.75444846036713
50,20,17,iHOOI,W,2,0.959793109165701
50,40,17,JisstPCA0 (oracle),u,1,0.0798547905171436
50,40,17,JisstPCA0 (oracle),V,1,0.0541097427999109
50,40,17,JisstPCA0 (oracle),W,1,0.128114331928946
50,40,17,JisstPCA0 (oracle),u,2,0.932716064107835
50,40,17,JisstPCA0 (oracle),V,2,0.999668749527751
50,40,17,JisstPCA0 (oracle),W,2,0.997966385477992
50,40,17,JisstPCA0 (BIC),u,1,0.0798547905171436
50,40,17,JisstPCA0 (BIC),V,1,0.0541097427999109
50,40,17,JisstPCA0 (BIC),W,1,0.128114331928946
50,40,17,JisstPCA0 (BIC),u,2,0.932716064107835
50,40,17,JisstPCA0 (BIC),V,2,0.999668749527751
50,40,17,JisstPCA0 (BIC),W,2,0.997966385477992
50,40,17,G-JisstPCA0 (oracle),u,1,0.0790879522810562
50,40,17,G-JisstPCA0 (oracle),V,1,0.0541175662909964
50,40,17,G-JisstPCA0 (oracle),W,1,0.128065078458553
50,40,17,G-JisstPCA0 (oracle),u,2,0.947720123523006
50,40,17,G-JisstPCA0 (oracle),V,2,0.999627799320713
50,40,17,G-JisstPCA0 (oracle),W,2,0.999637757144416
50,40,17,G-JisstPCA0 (BIC),u,1,0.0790879522810562
50,40,17,G-JisstPCA0 (BIC),V,1,0.0541175662909964
50,40,17,G-JisstPCA0 (BIC),W,1,0.128065078458553
50,40,17,G-JisstPCA0 (BIC),u,2,0.947720123523006
50,40,17,G-JisstPCA0 (BIC),V,2,0.999627799320713
50,40,17,G-JisstPCA0 (BIC),W,2,0.999637757144416
50,40,17,JisstPCA2 (oracle),u,1,0.0798547905171436
50,40,17,JisstPCA2 (oracle),V,1,0.0541097427999109
50,40,17,JisstPCA2 (oracle),W,1,0.128114331928946
50,40,17,JisstPCA2 (oracle),u,2,0.144705500554787
50,40,17,JisstPCA2 (oracle),V,2,0.178221235531845
50,40,17,JisstPCA2 (oracle),W,2,0.269571832345579
50,40,17,JisstPCA2 (BIC),u,1,0.0798547905171436
50,40,17,JisstPCA2 (BIC),V,1,0.0541097427999109
50,40,17,JisstPCA2 (BIC),W,1,0.128114331928946
50,40,17,JisstPCA2 (BIC),u,2,0.144705500554787
50,40,17,JisstPCA2 (BIC),V,2,0.178221235531845
50,40,17,JisstPCA2 (BIC),W,2,0.269571832345579
50,40,17,G-JisstPCA2 (oracle),u,1,0.0790879522810562
50,40,17,G-JisstPCA2 (oracle),V,1,0.0541175662909964
50,40,17,G-JisstPCA2 (oracle),W,1,0.128065078458553
50,40,17,G-JisstPCA2 (oracle),u,2,0.148900452559869
50,40,17,G-JisstPCA2 (oracle),V,2,0.177261589499224
50,40,17,G-JisstPCA2 (oracle),W,2,0.271790783457545
50,40,17,G-JisstPCA2 (BIC),u,1,0.0790879522810562
50,40,17,G-JisstPCA2 (BIC),V,1,0.0541175662909964
50,40,17,G-JisstPCA2 (BIC),W,1,0.128065078458553
50,40,17,G-JisstPCA2 (BIC),u,2,0.148900452559869
50,40,17,G-JisstPCA2 (BIC),V,2,0.177261589499224
50,40,17,G-JisstPCA2 (BIC),W,2,0.271790783457545
50,40,17,iHOSVD,u,1,0.119199432298202
50,40,17,iHOSVD,V,1,0.108235415294592
50,40,17,iHOSVD,W,1,0.179954964354642
50,40,17,iHOSVD,u,2,0.176687479296483
50,40,17,iHOSVD,V,2,0.748497751863686
50,40,17,iHOSVD,W,2,0.903757156799359
50,40,17,iHOOI,u,1,0.0700541164695285
50,40,17,iHOOI,V,1,0.106526882288219
50,40,17,iHOOI,W,1,0.127502186094788
50,40,17,iHOOI,u,2,0.139517308151602
50,40,17,iHOOI,V,2,0.735098831130918
50,40,17,iHOOI,W,2,0.717604381511291
80,20,17,JisstPCA0 (oracle),u,1,0.0731203762808982
80,20,17,JisstPCA0 (oracle),V,1,0.0756807835128121
80,20,17,JisstPCA0 (oracle),W,1,0.154717800280155
80,20,17,JisstPCA0 (oracle),u,2,0.947851037721698
80,20,17,JisstPCA0 (oracle),V,2,0.99799971548527
80,20,17,JisstPCA0 (oracle),W,2,0.997117270113342
80,20,17,JisstPCA0 (BIC),u,1,0.0731203762808982
80,20,17,JisstPCA0 (BIC),V,1,0.0756807835128121
80,20,17,JisstPCA0 (BIC),W,1,0.154717800280155
80,20,17,JisstPCA0 (BIC),u,2,0.947851037721698
80,20,17,JisstPCA0 (BIC),V,2,0.99799971548527
80,20,17,JisstPCA0 (BIC),W,2,0.997117270113342
80,20,17,G-JisstPCA0 (oracle),u,1,0.0697441754832414
80,20,17,G-JisstPCA0 (oracle),V,1,0.0754446112105286
80,20,17,G-JisstPCA0 (oracle),W,1,0.154521358365656
80,20,17,G-JisstPCA0 (oracle),u,2,0.196437794612393
80,20,17,G-JisstPCA0 (oracle),V,2,0.203370652103994
80,20,17,G-JisstPCA0 (oracle),W,2,0.324926393187054
80,20,17,G-JisstPCA0 (BIC),u,1,0.0697441754832414
80,20,17,G-JisstPCA0 (BIC),V,1,0.0754446112105286
80,20,17,G-JisstPCA0 (BIC),W,1,0.154521358365656
80,20,17,G-JisstPCA0 (BIC),u,2,0.196437794612393
80,20,17,G-JisstPCA0 (BIC),V,2,0.203370652103994
80,20,17,G-JisstPCA0 (BIC),W,2,0.324926393187054
80,20,17,JisstPCA2 (oracle),u,1,0.0731203762808982
80,20,17,JisstPCA2 (oracle),V,1,0.0756807835128121
80,20,17,JisstPCA2 (oracle),W,1,0.154717800280155
80,20,17,JisstPCA2 (oracle),u,2,0.117178893171696
80,20,17,JisstPCA2 (oracle),V,2,0.203545729312414
80,20,17,JisstPCA2 (oracle),W,2,0.316427340261402
80,20,17,JisstPCA2 (BIC),u,1,0.0731203762808982
80,20,17,JisstPCA2 (BIC),V,1,0.0756807835128121
80,20,17,JisstPCA2 (BIC),W,1,0.154717800280155
80,20,17,JisstPCA2 (BIC),u,2,0.117178893171696
80,20,17,JisstPCA2 (BIC),V,2,0.203545729312414
80,20,17,JisstPCA2 (BIC),W,2,0.316427340261402
80,20,17,G-JisstPCA2 (oracle),u,1,0.0697441754832414
80,20,17,G-JisstPCA2 (oracle),V,1,0.0754446112105286
80,20,17,G-JisstPCA2 (oracle),W,1,0.154521358365656
80,20,17,G-JisstPCA2 (oracle),u,2,0.114865458908812
80,20,17,G-JisstPCA2 (oracle),V,2,0.201144544333551
80,20,17,G-JisstPCA2 (oracle),W,2,0.313620503918504
80,20,17,G-JisstPCA2 (BIC),u,1,0.0697441754832414
80,20,17,G-JisstPCA2 (BIC),V,1,0.0754446112105286
80,20,17,G-JisstPCA2 (BIC),W,1,0.154521358365656
80,20,17,G-JisstPCA2 (BIC),u,2,0.114865458908812
80,20,17,G-JisstPCA2 (BIC),V,2,0.201144544333551
80,20,17,G-JisstPCA2 (BIC),W,2,0.313620503918504
80,20,17,iHOSVD,u,1,0.115205918529665
80,20,17,iHOSVD,V,1,0.126647565405331
80,20,17,iHOSVD,W,1,0.201964989110974
80,20,17,iHOSVD,u,2,0.152872775597219
80,20,17,iHOSVD,V,2,0.76710921946093
80,20,17,iHOSVD,W,2,0.870155780035513
80,20,17,iHOOI,u,1,0.0596745797456415
80,20,17,iHOOI,V,1,0.128884447742079
80,20,17,iHOOI,W,1,0.191754785909244
80,20,17,iHOOI,u,2,0.116108580099698
80,20,17,iHOOI,V,2,0.754936875756847
80,20,17,iHOOI,W,2,0.756713780493541
80,40,17,JisstPCA0 (oracle),u,1,0.0706406205853052
80,40,17,JisstPCA0 (oracle),V,1,0.054468669802382
80,40,17,JisstPCA0 (oracle),W,1,0.0876232810623433
80,40,17,JisstPCA0 (oracle),u,2,0.949764935481142
80,40,17,JisstPCA0 (oracle),V,2,0.999794429851299
80,40,17,JisstPCA0 (oracle),W,2,0.953673357172696
80,40,17,JisstPCA0 (BIC),u,1,0.0706406205853052
80,40,17,JisstPCA0 (BIC),V,1,0.054468669802382
80,40,17,JisstPCA0 (BIC),W,1,0.0876232810623433
80,40,17,JisstPCA0 (BIC),u,2,0.949764935481142
80,40,17,JisstPCA0 (BIC),V,2,0.999794429851299
80,40,17,JisstPCA0 (BIC),W,2,0.953673357172696
80,40,17,G-JisstPCA0 (oracle),u,1,0.0712632434113972
80,40,17,G-JisstPCA0 (oracle),V,1,0.0545288638944712
80,40,17,G-JisstPCA0 (oracle),W,1,0.0875918017886368
80,40,17,G-JisstPCA0 (oracle),u,2,0.945646959505776
80,40,17,G-JisstPCA0 (oracle),V,2,0.998643711395253
80,40,17,G-JisstPCA0 (oracle),W,2,0.999997160918388
80,40,17,G-JisstPCA0 (BIC),u,1,0.0712632434113972
80,40,17,G-JisstPCA0 (BIC),V,1,0.0545288638944712
80,40,17,G-JisstPCA0 (BIC),W,1,0.0875918017886368
80,40,17,G-JisstPCA0 (BIC),u,2,0.165289218401672
80,40,17,G-JisstPCA0 (BIC),V,2,1
80,40,17,G-JisstPCA0 (BIC),W,2,0.244195325315913
80,40,17,JisstPCA2 (oracle),u,1,0.0706406205853052
80,40,17,JisstPCA2 (oracle),V,1,0.054468669802382
